Season,TeamID,Games,Wins,Losses,WinPct,AvgPointsFor,AvgPointsAgainst,AvgMargin,eFG_Off,TORate_Off,ORBRate_Off,FTRate_Off,Elo_RegSeason,POM_Rank,SAG_Rank,Composite_Rank,SeedNum,IsSeeded,ConfStrength_Rank,Last15WinPct,Last15AvgMargin,ConfTourneyChamp
2003,1114,28,16,12,0.5714285714285714,70.03571428571429,70.07142857142857,-0.035714285714277594,0.5088921825765932,0.20160652987471261,0.3148732946755625,0.29530266525923743,1520.1710367482624,166.0,165.0,149.15625,100.0,0,12,0.6,-1.0666666666666667,0
2003,1115,28,4,24,0.14285714285714285,54.5,74.17857142857143,-19.67857142857143,0.4243234987822476,0.23107711195161018,0.2657490288415635,0.23174128982493958,1364.4858305360056,319.0,323.0,319.34375,100.0,0,31,0.26666666666666666,-10.6,0
2003,1116,28,9,19,0.32142857142857145,61.642857142857146,66.53571428571429,-4.892857142857146,0.46762351798625157,0.20712055319989575,0.40803529719796683,0.23388925255516196,1479.0878305430447,128.0,127.0,132.28125,100.0,0,1,0.26666666666666666,-10.0,0
2003,1117,26,11,15,0.4230769230769231,71.11538461538461,69.8076923076923,1.3076923076923066,0.5154718492467099,0.17181208432100176,0.32049081731979945,0.3033483464535237,1481.413060395158,161.0,182.0,184.28125,100.0,0,12,0.4666666666666667,0.8,0
2003,1119,25,3,22,0.12,53.68,67.48,-13.800000000000004,0.5380335082505585,0.24673587352699194,0.25552031498028227,0.23057321103414086,1330.8812149199116,323.0,319.0,318.75,100.0,0,24,0.06666666666666667,-13.333333333333334,0
2003,1120,30,19,11,0.6333333333333333,70.1,65.56666666666666,4.533333333333331,0.5095118112173112,0.2038217923190781,0.3627735667826075,0.22798815187692884,1567.740491470003,45.0,43.0,43.9375,10.0,1,1,0.4,-5.6,0
2003,1122,27,20,7,0.7407407407407407,69.70370370370371,67.70370370370371,2.0,0.4894544832362305,0.19850330427421886,0.3100697532898324,0.29676291408135524,1608.2841596051803,123.0,103.0,94.96875,13.0,1,22,0.9333333333333333,8.333333333333334,1
2003,1123,30,13,17,0.43333333333333335,73.3,76.03333333333333,-2.7333333333333343,0.47758991426409714,0.15327157646972583,0.3468938984694471,0.2778469281763975,1464.2460089227068,150.0,151.0,158.4375,100.0,0,13,0.4666666666666667,-1.2666666666666666,0
2003,1124,28,14,14,0.5,69.0,68.39285714285714,0.6071428571428612,0.48898419226709067,0.16934986363838356,0.3104990061301234,0.2239622261152312,1523.9804237708977,97.0,100.0,106.03125,100.0,0,2,0.3333333333333333,-8.0,0
2003,1125,28,16,12,0.5714285714285714,72.46428571428571,70.71428571428571,1.75,0.5422033966433862,0.21427067974272235,0.3195675633874486,0.24532170024322875,1515.0231294967675,175.0,160.0,163.125,100.0,0,20,0.6666666666666666,5.733333333333333,0
2003,1126,30,8,22,0.26666666666666666,64.7,72.9,-8.200000000000003,0.493211813022726,0.20269051202283528,0.3240372435878648,0.26857074034515854,1380.2242877282806,316.0,317.0,313.21875,100.0,0,30,0.4,-2.6,0
2003,1127,27,14,13,0.5185185185185185,66.55555555555556,66.18518518518519,0.3703703703703667,0.4868546417550442,0.18980782174719563,0.324193463707222,0.19314501400931908,1471.4808925505001,209.0,215.0,209.59375,100.0,0,21,0.5333333333333333,0.8666666666666667,0
2003,1128,26,17,9,0.6538461538461539,67.84615384615384,64.6923076923077,3.153846153846146,0.5028847559702478,0.20829597836705865,0.33841980026217666,0.3250475275955633,1539.3848698890572,226.0,202.0,200.0,100.0,0,32,0.7333333333333333,4.933333333333334,0
2003,1129,28,12,16,0.42857142857142855,65.89285714285714,66.92857142857143,-1.0357142857142918,0.4640595816511812,0.1811417387017295,0.31190189814327585,0.267744375413044,1461.6009385534117,184.0,185.0,187.09375,100.0,0,11,0.3333333333333333,-0.5333333333333333,0
2003,1130,29,18,11,0.6206896551724138,79.65517241379311,76.34482758620689,3.3103448275862206,0.5064366806727799,0.15837573634305552,0.38218836997624284,0.2960525075197097,1589.219381365952,36.0,45.0,49.90625,100.0,0,6,0.6666666666666666,3.8666666666666667,0
2003,1131,30,20,10,0.6666666666666666,68.1,63.266666666666666,4.833333333333329,0.476549876615198,0.17446671732426547,0.32216228323545604,0.24734284521472605,1550.1069364455454,129.0,132.0,128.21875,100.0,0,21,0.7333333333333333,8.066666666666666,0
2003,1132,27,11,16,0.4074074074074074,66.48148148148148,70.62962962962963,-4.148148148148152,0.5138599607316705,0.21928134088497336,0.2774466026333724,0.39389805110643916,1475.6596646329917,181.0,159.0,173.84375,100.0,0,13,0.26666666666666666,-7.333333333333333,0
2003,1133,29,11,18,0.3793103448275862,72.3103448275862,72.37931034482759,-0.06896551724138078,0.4994595730207545,0.16663950387979037,0.30179973477112376,0.30630201407534563,1466.2657423206797,155.0,171.0,176.8125,100.0,0,16,0.4666666666666667,1.4666666666666666,0
2003,1135,28,17,11,0.6071428571428571,73.96428571428571,72.07142857142857,1.8928571428571388,0.5144469304731454,0.20029158367832828,0.29802042510060156,0.3455729115941797,1563.661872269211,137.0,153.0,149.3125,100.0,0,25,0.8666666666666667,9.133333333333333,0
2003,1137,28,13,15,0.4642857142857143,57.67857142857143,59.32142857142857,-1.6428571428571388,0.47446365958323655,0.21784220986099917,0.3029276173972947,0.3046492667412085,1476.9031038448973,225.0,234.0,228.25,100.0,0,24,0.4666666666666667,-0.8666666666666667,0
2003,1138,28,5,23,0.17857142857142858,64.82142857142857,72.21428571428571,-7.392857142857139,0.4869187017807176,0.18181960437796366,0.35030352887575444,0.24424639858653258,1387.3774793528196,255.0,265.0,275.90625,100.0,0,13,0.13333333333333333,-11.533333333333333,0
2003,1139,29,24,5,0.8275862068965517,68.58620689655173,60.93103448275862,7.65517241379311,0.5449471357727915,0.16859061090571856,0.272589179339793,0.21307512534289297,1615.1863899478142,51.0,35.0,41.0625,12.0,1,14,0.7333333333333333,3.6666666666666665,0
2003,1140,31,23,8,0.7419354838709677,72.45161290322581,63.67741935483871,8.774193548387096,0.5107596935740444,0.18874730432671444,0.3455154045584894,0.35366594653303274,1617.2734269354173,26.0,28.0,28.59375,12.0,1,4,0.7333333333333333,8.2,0
2003,1141,29,23,6,0.7931034482758621,79.34482758620689,73.24137931034483,6.103448275862064,0.5323882412623767,0.22661167228995283,0.34762519078952475,0.3436131092077519,1639.8053584010784,50.0,48.0,45.6875,11.0,1,13,0.8,9.333333333333334,1
2003,1142,29,15,14,0.5172413793103449,67.51724137931035,68.37931034482759,-0.8620689655172384,0.48513094955174024,0.19795415633656827,0.3192052335535238,0.26111210719807654,1521.035773959972,172.0,184.0,176.46875,100.0,0,19,0.6,3.6666666666666665,0
2003,1143,29,21,8,0.7241379310344828,74.48275862068965,69.75862068965517,4.724137931034477,0.5097523826959545,0.17004342663242758,0.3270708798794524,0.2132408180817401,1576.6266849696763,40.0,40.0,36.40625,8.0,1,7,0.6,1.6666666666666667,0
2003,1144,26,4,22,0.15384615384615385,65.03846153846153,78.23076923076923,-13.192307692307693,0.5376315104754021,0.19869890751331337,0.2601221169265769,0.2891092486648306,1334.3958381855448,318.0,315.0,316.90625,100.0,0,20,0.13333333333333333,-15.4,0
2003,1145,28,10,18,0.35714285714285715,70.25,71.14285714285714,-0.8928571428571388,0.49997711201748596,0.16965923242952613,0.3128239176570329,0.20869923215420408,1431.3225764142028,222.0,227.0,231.25,100.0,0,15,0.3333333333333333,-0.9333333333333333,0
2003,1147,24,10,14,0.4166666666666667,72.625,77.875,-5.25,0.5005796450465622,0.19509954536167146,0.34340156054846893,0.33805291737904075,1434.8361110562003,243.0,250.0,248.9375,100.0,0,32,0.4,-6.0,0
2003,1148,28,15,13,0.5357142857142857,67.53571428571429,67.10714285714286,0.4285714285714306,0.5147705899320071,0.20416772653750997,0.3766287291917938,0.253516662029557,1464.7625782273776,240.0,235.0,234.15625,100.0,0,27,0.6,5.066666666666666,0
2003,1149,26,12,14,0.46153846153846156,64.6923076923077,66.0,-1.3076923076923066,0.4796447339985578,0.1881161729657651,0.32312229756035316,0.2361301315305648,1452.4921519920738,269.0,243.0,244.40625,100.0,0,28,0.5333333333333333,2.6,0
2003,1150,29,13,16,0.4482758620689655,68.44827586206897,69.89655172413794,-1.448275862068968,0.4680193587385937,0.1644439985853863,0.36277300840422444,0.21919118865660142,1512.0781251465394,91.0,90.0,107.46875,100.0,0,8,0.4,-4.866666666666666,0
2003,1151,28,19,9,0.6785714285714286,79.82142857142857,75.60714285714286,4.214285714285708,0.539260559422233,0.1938812468660275,0.3763133192293383,0.297204019320478,1543.7444625445949,142.0,123.0,115.34375,100.0,0,23,0.6,4.4,0
2003,1152,30,3,27,0.1,63.2,74.96666666666667,-11.766666666666666,0.48720859801403243,0.19639690772096896,0.3414678846289567,0.19323666720468707,1302.2008834740216,311.0,309.0,311.46875,100.0,0,29,0.0,-11.933333333333334,0
2003,1153,28,17,11,0.6071428571428571,67.32142857142857,61.5,5.821428571428569,0.4574219512927672,0.136030262266704,0.3297503807426141,0.25556998015527654,1552.3942305116846,35.0,42.0,42.4375,8.0,1,8,0.4666666666666667,1.6,0
2003,1154,24,4,20,0.16666666666666666,63.083333333333336,71.375,-8.291666666666664,0.4804211244449698,0.18831807011504656,0.281960395926857,0.36877493434713843,1351.4683653607362,293.0,297.0,296.34375,100.0,0,23,0.2,-6.066666666666666,0
2003,1155,28,15,13,0.5357142857142857,68.42857142857143,68.10714285714286,0.3214285714285694,0.4856412973239186,0.17372397542457627,0.37780732519379456,0.2709217633729817,1493.899465938718,103.0,99.0,103.6875,100.0,0,3,0.26666666666666666,-8.2,0
2003,1156,30,8,22,0.26666666666666666,65.63333333333334,73.2,-7.566666666666663,0.5175106965954615,0.2142076549515337,0.3302048937776527,0.2949182255808835,1386.4613100506883,251.0,232.0,250.40625,100.0,0,14,0.13333333333333333,-11.2,0
2003,1157,26,11,15,0.4230769230769231,67.26923076923077,69.88461538461539,-2.615384615384613,0.49920667759683357,0.2069169696168032,0.395921740658835,0.2647374792021736,1427.4487169647205,257.0,258.0,258.625,100.0,0,28,0.3333333333333333,-0.7333333333333333,0
2003,1158,29,22,7,0.7586206896551724,73.34482758620689,68.65517241379311,4.689655172413779,0.49066137670578885,0.18423698387461745,0.2953533472876822,0.2286396562743869,1577.1296505311684,126.0,104.0,93.6875,100.0,0,23,0.8666666666666667,8.133333333333333,0
2003,1159,26,12,14,0.46153846153846156,65.88461538461539,67.76923076923077,-1.8846153846153868,0.4981406096410723,0.1856513816466132,0.29704047270123407,0.19629228120538683,1494.578256518582,231.0,245.0,241.125,100.0,0,24,0.6,0.4666666666666667,0
2003,1160,31,20,11,0.6451612903225806,75.51612903225806,70.06451612903226,5.451612903225808,0.4682506496018074,0.16103250019442544,0.3740048276039482,0.25546339971788484,1601.3824196982814,28.0,33.0,39.84375,10.0,1,2,0.6,2.466666666666667,0
2003,1161,30,17,13,0.5666666666666667,74.0,72.66666666666667,1.3333333333333286,0.5464881306473728,0.20690436981460375,0.3598341662137755,0.32218664955187526,1588.0328933481346,87.0,89.0,83.03125,14.0,1,4,0.4,-3.8,1
2003,1162,27,2,25,0.07407407407407407,49.629629629629626,62.074074074074076,-12.44444444444445,0.44494198531179985,0.21377297103573964,0.2858795773212196,0.27991432395705884,1306.4789805231396,315.0,316.0,320.65625,100.0,0,25,0.0,-12.2,0
2003,1163,30,21,9,0.7,80.03333333333333,71.4,8.633333333333326,0.511413805191653,0.18875005662376673,0.3922053855098523,0.2338634903888255,1615.1376615697866,23.0,23.0,27.5,5.0,1,6,0.6,3.3333333333333335,0
2003,1164,28,11,17,0.39285714285714285,58.035714285714285,61.642857142857146,-3.607142857142861,0.49817397724288426,0.21110549065261885,0.32536319419653015,0.24842185084269186,1459.2751678896993,285.0,284.0,273.4375,100.0,0,30,0.6,2.066666666666667,0
2003,1165,26,8,18,0.3076923076923077,59.92307692307692,67.88461538461539,-7.961538461538467,0.5148252623296354,0.2139312861265879,0.28851575423163156,0.2636112721661653,1400.7557423066276,291.0,286.0,287.40625,100.0,0,25,0.3333333333333333,-7.2,0
2003,1166,33,29,4,0.8787878787878788,79.24242424242425,64.33333333333333,14.90909090909092,0.5375057374715921,0.17264296168891008,0.3466327990401182,0.22547144645370695,1655.0122276872669,27.0,18.0,20.735294117647058,6.0,1,16,0.8666666666666667,10.666666666666666,1
2003,1168,29,10,19,0.3448275862068966,62.93103448275862,66.65517241379311,-3.724137931034491,0.49499922234526716,0.183279358133015,0.3752763477948472,0.254973048698954,1449.0278848721541,229.0,240.0,247.3125,100.0,0,19,0.3333333333333333,-2.933333333333333,0
2003,1169,28,13,15,0.4642857142857143,69.85714285714286,69.92857142857143,-0.0714285714285694,0.5056301370919126,0.20919186294194567,0.3601082357467321,0.2881461757219078,1482.5110642077022,193.0,193.0,195.1875,100.0,0,19,0.5333333333333333,1.0666666666666667,0
2003,1170,28,11,17,0.39285714285714285,65.42857142857143,72.89285714285714,-7.464285714285708,0.47895842562148766,0.1983741154360178,0.2917075768799618,0.27381041325351496,1468.1592066710955,228.0,237.0,238.8125,100.0,0,18,0.4,-4.733333333333333,0
2003,1171,26,7,19,0.2692307692307692,59.23076923076923,64.42307692307692,-5.192307692307686,0.5239459648559206,0.18117005474633108,0.21870173793159833,0.21865814782081572,1405.9797572914224,282.0,288.0,283.53125,100.0,0,25,0.26666666666666666,-4.4,0
2003,1172,24,14,10,0.5833333333333334,76.5,74.04166666666667,2.4583333333333286,0.5231274351149134,0.21806801144448118,0.33556014589623,0.24944428197591173,1505.9157046580794,141.0,142.0,138.375,100.0,0,23,0.6,4.533333333333333,0
2003,1173,29,24,5,0.8275862068965517,72.79310344827586,66.3103448275862,6.482758620689651,0.5070546867049881,0.1677314829974647,0.3939106913493952,0.25549276336721616,1666.327497852181,31.0,26.0,21.676470588235293,4.0,1,9,0.8666666666666667,8.2,1
2003,1174,29,15,14,0.5172413793103449,68.62068965517241,68.3103448275862,0.3103448275862064,0.4666790491637097,0.16695039941899528,0.28350266414436776,0.22902205640231005,1501.9324631941458,191.0,178.0,167.625,100.0,0,17,0.4,-0.13333333333333333,0
2003,1175,27,15,12,0.5555555555555556,62.22222222222222,62.592592592592595,-0.3703703703703738,0.502097522781642,0.19492064521443447,0.3404255887137847,0.23292635207899973,1507.6813737554162,264.0,256.0,238.3125,100.0,0,30,0.6666666666666666,4.666666666666667,0
2003,1176,32,17,15,0.53125,70.875,69.0625,1.8125,0.47151199829829027,0.1636011219780034,0.3296903176727488,0.24562864101671894,1516.582173124684,149.0,155.0,153.28125,100.0,0,12,0.4,-1.7333333333333334,0
2003,1177,28,16,12,0.5714285714285714,67.03571428571429,64.21428571428571,2.8214285714285836,0.4779420567831191,0.18956792847852935,0.37275736629674705,0.3008418298285125,1527.3437883495437,68.0,61.0,67.0,100.0,0,8,0.4666666666666667,-2.2666666666666666,0
2003,1178,29,17,12,0.5862068965517241,70.96551724137932,65.0,5.965517241379317,0.521222688459478,0.1606606228345773,0.33225745561543574,0.23765034171330718,1556.5200393089624,70.0,85.0,93.28125,100.0,0,14,0.7333333333333333,9.2,0
2003,1179,28,8,20,0.2857142857142857,63.75,69.5,-5.75,0.523551169818055,0.19214358941119256,0.2751033797730673,0.3388564340826538,1407.382109125874,221.0,226.0,230.71875,100.0,0,16,0.26666666666666666,-4.533333333333333,0
2003,1180,29,18,11,0.6206896551724138,68.62068965517241,65.20689655172414,3.4137931034482705,0.47358245852431924,0.1761389418205785,0.31108186392484904,0.23569769953852765,1561.082098852539,125.0,115.0,111.9375,100.0,0,17,0.6666666666666666,3.933333333333333,0
2003,1181,30,24,6,0.8,81.96666666666667,70.4,11.566666666666663,0.5019559590128901,0.16229770268664656,0.37207326811445873,0.3069954165259143,1636.8905247959033,8.0,10.0,10.705882352941176,3.0,1,3,0.7333333333333333,7.466666666666667,1
2003,1182,30,9,21,0.3,66.7,73.36666666666666,-6.666666666666657,0.5133403898501769,0.23769491778442736,0.3464468148193103,0.29490813110723246,1414.0000887347996,210.0,222.0,223.75,100.0,0,9,0.13333333333333333,-8.333333333333334,0
2003,1183,28,13,15,0.4642857142857143,77.21428571428571,78.46428571428571,-1.25,0.508610356559578,0.15586309020954153,0.33160361432428853,0.25242271994390186,1488.731797859364,180.0,176.0,176.96875,100.0,0,22,0.5333333333333333,1.2666666666666666,0
2003,1184,24,7,17,0.2916666666666667,74.66666666666667,80.625,-5.958333333333329,0.5163042486762822,0.16930016037884696,0.30220161785802035,0.2851183109740965,1416.7073124579385,276.0,272.0,267.3125,100.0,0,22,0.26666666666666666,-5.2,0
2003,1185,26,12,14,0.46153846153846156,76.84615384615384,79.76923076923077,-2.923076923076934,0.5047453891622726,0.17795861466781282,0.334062517287705,0.33195316153579413,1472.1570939329595,186.0,183.0,189.40625,100.0,0,13,0.4666666666666667,-2.066666666666667,0
2003,1186,29,17,12,0.5862068965517241,69.96551724137932,66.27586206896552,3.6896551724137936,0.5083545039608725,0.21650105535821673,0.3004422636140757,0.33640598067725624,1518.2570731545886,105.0,111.0,120.25,100.0,0,18,0.6,7.4,0
2003,1187,25,10,15,0.4,63.0,65.92,-2.9200000000000017,0.44859716719311815,0.16412068706436128,0.3423422021295398,0.25380092264436005,1449.0164915558255,176.0,150.0,152.46875,100.0,0,8,0.13333333333333333,-11.0,0
2003,1189,25,10,15,0.4,62.4,68.44,-6.039999999999999,0.479004283414047,0.20705108075677148,0.38160004530867514,0.2413734246324205,1474.7983460735295,289.0,273.0,261.5625,100.0,0,28,0.5333333333333333,1.3333333333333333,0
2003,1190,27,17,10,0.6296296296296297,79.70370370370371,77.48148148148148,2.2222222222222285,0.49448637915852917,0.20570877963132064,0.3822666845464568,0.2908441559314787,1573.4713695816363,147.0,133.0,125.59375,15.0,1,23,0.7333333333333333,5.333333333333333,1
2003,1191,28,12,16,0.42857142857142855,70.0,73.67857142857143,-3.6785714285714306,0.5472190740207326,0.21130471282700208,0.301543573633299,0.34453738184526805,1459.8426011913402,171.0,167.0,164.8125,100.0,0,16,0.4666666666666667,-1.1333333333333333,0
2003,1192,29,15,14,0.5172413793103449,72.62068965517241,74.24137931034483,-1.6206896551724128,0.5121260219856516,0.17976313481468115,0.28457703827782854,0.230793320448402,1467.2306041010527,260.0,267.0,261.0625,100.0,0,27,0.4666666666666667,-0.8,0
2003,1193,30,19,11,0.6333333333333333,70.63333333333334,69.4,1.2333333333333343,0.47865583918313137,0.20772296736288318,0.34525012189578225,0.3374584491649605,1558.7261021499032,151.0,148.0,127.9375,100.0,0,15,0.6,2.533333333333333,0
2003,1194,27,6,21,0.2222222222222222,69.07407407407408,77.44444444444444,-8.370370370370367,0.4605595764958099,0.1843584969413385,0.34764828513503165,0.19593321003589156,1375.8381362482405,292.0,287.0,289.75,100.0,0,20,0.2,-6.266666666666667,0
2003,1196,31,24,7,0.7741935483870968,75.90322580645162,64.6774193548387,11.225806451612911,0.5385846183382139,0.1796330358856763,0.31458245542012786,0.2278590389182342,1620.2964833455771,6.0,7.0,9.823529411764707,2.0,1,1,0.6666666666666666,7.933333333333334,0
2003,1197,29,17,12,0.5862068965517241,71.48275862068965,71.75862068965517,-0.2758620689655231,0.5027527808177245,0.2116114662110064,0.37671567963700564,0.3026347150264408,1514.5999163882013,267.0,270.0,236.96875,100.0,0,30,0.6666666666666666,7.4,0
2003,1198,28,7,21,0.25,59.892857142857146,64.96428571428571,-5.071428571428562,0.45053685463622095,0.20151877818415512,0.36936098359131253,0.2889115487482782,1403.127691595775,217.0,248.0,248.15625,100.0,0,12,0.13333333333333333,-6.933333333333334,0
2003,1199,29,14,15,0.4827586206896552,68.06896551724138,66.55172413793103,1.5172413793103487,0.4929498210153045,0.18644473585523821,0.30105346631041174,0.21947897718023773,1516.0064299462788,83.0,79.0,86.125,100.0,0,3,0.3333333333333333,-3.2666666666666666,0
2003,1200,28,2,26,0.07142857142857142,64.64285714285714,78.14285714285714,-13.5,0.5286937034734963,0.20268019770348922,0.3247931312130219,0.21686950237571717,1332.362462692456,281.0,292.0,289.5625,100.0,0,9,0.0,-14.8,0
2003,1201,28,20,8,0.7142857142857143,71.64285714285714,66.78571428571429,4.857142857142847,0.4976324323736629,0.18850941463265763,0.37177081874031104,0.22851000217280037,1551.316363992801,95.0,82.0,79.03125,100.0,0,11,0.6,1.0,0
2003,1202,28,11,17,0.39285714285714285,64.53571428571429,68.71428571428571,-4.178571428571416,0.4831885589056556,0.18272698588363084,0.34874028333683726,0.23716153038076587,1474.3635909380962,224.0,239.0,225.4375,100.0,0,23,0.5333333333333333,0.4,0
2003,1203,29,12,17,0.41379310344827586,71.37931034482759,71.89655172413794,-0.5172413793103487,0.5042711755273654,0.19810368965363254,0.38402203838075205,0.34901375091010217,1485.357937271404,111.0,137.0,142.125,100.0,0,9,0.4,0.2,0
2003,1204,26,13,13,0.5,75.57692307692308,77.73076923076923,-2.153846153846146,0.5080490062126932,0.1853471683647958,0.36620782119933193,0.23785561883235098,1490.1144338286767,216.0,212.0,206.90625,100.0,0,23,0.4666666666666667,-1.2666666666666666,0
2003,1205,28,4,24,0.14285714285714285,67.21428571428571,74.89285714285714,-7.678571428571431,0.4788314688914496,0.17270216772569286,0.32246492895685785,0.14444838037837937,1372.6881701041168,290.0,293.0,294.875,100.0,0,20,0.2,-5.133333333333334,0
2003,1206,28,16,12,0.5714285714285714,64.07142857142857,60.5,3.5714285714285694,0.45868621243627006,0.20104168836498662,0.3676594013610676,0.2627468080471933,1521.431642915513,139.0,139.0,137.0625,100.0,0,17,0.5333333333333333,1.2666666666666666,0
2003,1207,29,15,14,0.5172413793103449,76.3103448275862,69.79310344827586,6.517241379310349,0.46696964831092425,0.17991836940524075,0.35907177792173717,0.3164873212347293,1527.3777897755729,61.0,67.0,77.78125,100.0,0,6,0.3333333333333333,-1.8666666666666667,0
2003,1208,27,19,8,0.7037037037037037,79.18518518518519,73.18518518518519,6.0,0.5094242070055235,0.13945889776367776,0.35003115306864924,0.23900930078957233,1649.2753461520447,10.0,15.0,12.666666666666666,100.0,0,1,0.6666666666666666,2.4,0
2003,1209,28,13,15,0.4642857142857143,73.21428571428571,73.46428571428571,-0.25,0.5127035131972557,0.1782894933884911,0.33395949172177286,0.2392933693732684,1486.8920660715887,227.0,225.0,216.125,100.0,0,20,0.4666666666666667,-0.8,0
2003,1210,28,14,14,0.5,74.07142857142857,69.60714285714286,4.464285714285708,0.49585045190007204,0.17888376562701666,0.3712222566100819,0.2422394958299366,1517.5045666172716,39.0,53.0,65.125,100.0,0,3,0.4,1.0666666666666667,0
2003,1211,31,23,8,0.7419354838709677,77.06451612903226,68.19354838709677,8.870967741935488,0.5251338084054593,0.17818018574497957,0.34302959518825993,0.3266901739294989,1595.3080922034023,41.0,39.0,43.09375,9.0,1,10,0.8,9.533333333333333,0
2003,1212,28,10,18,0.35714285714285715,71.10714285714286,80.67857142857143,-9.57142857142857,0.4883804394130482,0.18531218987775855,0.3079584052976312,0.21021067058604775,1430.6539685856433,297.0,302.0,291.6875,100.0,0,31,0.4666666666666667,-2.6,0
2003,1214,30,19,11,0.6333333333333333,71.46666666666667,68.8,2.6666666666666714,0.5028298171360022,0.21660930544368273,0.3590315423824201,0.2560544372724483,1498.6583598917452,238.0,236.0,216.6875,100.0,0,30,0.5333333333333333,2.933333333333333,0
2003,1216,28,15,13,0.5357142857142857,64.5,64.46428571428571,0.035714285714291805,0.46216717618098596,0.17872577864984618,0.3715934284412959,0.2340297403393478,1514.5347238652741,194.0,214.0,196.09375,100.0,0,21,0.5333333333333333,2.2666666666666666,0
2003,1217,26,11,15,0.4230769230769231,70.61538461538461,72.76923076923077,-2.1538461538461604,0.500559118932172,0.20308617429100126,0.33734595808684853,0.20981261922078132,1407.8386879140523,232.0,217.0,226.6875,100.0,0,25,0.26666666666666666,-4.133333333333334,0
2003,1218,29,18,11,0.6206896551724138,69.82758620689656,66.75862068965517,3.068965517241381,0.49267177487756186,0.18833222279890482,0.3364334716785691,0.26150061723326556,1531.4664264770902,121.0,105.0,102.375,100.0,0,11,0.4666666666666667,-2.0,0
2003,1219,27,7,20,0.25925925925925924,68.51851851851852,74.88888888888889,-6.370370370370367,0.5132550688502963,0.191946004224556,0.3331773651300929,0.24849928499258941,1386.8298187424916,309.0,300.0,300.625,100.0,0,28,0.13333333333333333,-7.666666666666667,0
2003,1220,29,8,21,0.27586206896551724,64.10344827586206,70.62068965517241,-6.517241379310349,0.4838116025794942,0.21198794634938184,0.4089203569914248,0.2010538851349083,1442.9677346245974,265.0,271.0,262.71875,100.0,0,17,0.4,-3.2666666666666666,0
