Season,Team1,Team2,Target,GameType,WinPct_Diff,AvgPointsFor_Diff,AvgPointsAgainst_Diff,AvgMargin_Diff,eFG_Off_Diff,TORate_Off_Diff,ORBRate_Off_Diff,FTRate_Off_Diff,Elo_RegSeason_Diff,POM_Rank_Diff,SAG_Rank_Diff,Composite_Rank_Diff,SeedNum_Diff
2003,1221,1266,0,Tournament,0.04064039408866993,-9.048029556650249,-9.471674876847295,0.42364532019704626,-0.04271244658219381,0.01652117128235589,-0.0431387672086716,-0.022842357374122102,-18.744027247710846,67.0,54.0,52.39522058823529,11.0
2003,1281,1356,1,Tournament,-0.12258064516129041,-2.7591397849462282,-1.6161290322580584,-1.1430107526881699,-0.00941926346444294,0.004608139486194512,0.027231775745066134,-0.018921336332890698,-18.377824272996804,-33.0,-28.0,-23.678308823529413,-5.0
2003,1323,1454,1,Tournament,-0.05698924731182797,2.99677419354839,1.2602150537634316,1.7365591397849585,-0.016529820976265874,-0.021999843501089494,-0.009667486928905344,0.04020859245247502,-55.06303247744904,-34.0,-27.0,-26.03860294117647,-7.0
2003,1328,1354,1,Tournament,0.13333333333333341,-1.6333333333333258,-11.100000000000009,9.466666666666677,-0.015091185212395775,-0.07180160400181429,-0.03387884596521712,-0.10742191384229921,118.471151528983,-221.0,-223.0,-203.44485294117646,-15.0
2003,1360,1390,0,Tournament,-0.13479262672811065,2.4205069124423915,4.6036866359446975,-2.183179723502306,0.044207277956376245,0.043409057926992595,-0.05573334812972591,0.08060971370768427,-28.37576641882447,52.0,58.0,57.23345588235294,9.0
2003,1173,1409,0,Tournament,0.11790878754171297,-0.7230255839822064,1.0522803114571673,-1.7753058954393737,-0.006623878048420129,-0.01956433297867108,0.06371532954440151,0.019408110877953716,55.57758506578148,-22.0,-32.0,-35.41727941176471,-9.0
2003,1451,1458,0,Tournament,0.10344827586206895,3.4827586206896655,8.482758620689651,-4.999999999999986,0.004249060230368307,0.027687517298467412,0.03309884688861431,0.07087175236671439,26.3370318819766,44.0,40.0,38.299632352941174,7.0
2003,1120,1386,1,Tournament,-0.1597701149425288,-0.5206896551724185,6.29080459770114,-6.811494252873565,0.010466680797563355,0.0365580679680953,0.036535680674932625,-0.0215856618693481,-39.326195913766696,27.0,23.0,19.4375,3.0
2003,1139,1280,1,Tournament,0.12758620689655176,-1.5804597701149419,0.764367816091962,-2.3448275862068986,0.03785321232111216,-0.028421107053283184,-0.10313818974652639,0.0070774395319909145,-5.220984804465388,40.0,19.0,24.415441176470587,7.0
2003,1196,1358,1,Tournament,-0.0035842293906810374,4.125448028673844,-0.5818399044205478,4.707287933094394,0.02894240986781227,-0.0264623609661645,-0.0012211850442720995,-0.05361089983183351,14.049930216494431,-128.0,-131.0,-107.08272058823529,-13.0
2003,1104,1231,0,Tournament,-0.017857142857142905,-1.2455357142857082,-2.0,0.7544642857142918,-0.027313754706967397,0.014093280381128198,0.060541932677168675,-0.029658403536170774,-18.2076810391693,-13.0,-4.0,-3.375,3.0
2003,1237,1246,0,Tournament,-0.3125,-6.28125,6.3125,-12.59375,0.018836434357552057,0.0356653030228222,-0.0181911214733656,0.07737608562263229,-192.84632482664006,132.0,161.0,148.82904411764707,15.0
2003,1122,1257,0,Tournament,-0.059259259259259345,-12.129629629629619,-0.7629629629629591,-11.36666666666666,-0.016842699376045045,0.037365400099782814,-0.0385992691947154,-0.008686407609147184,-32.49003841651438,109.0,97.0,84.93933823529412,9.0
2003,1268,1423,1,Tournament,-0.12142857142857144,9.419047619047632,7.25714285714286,2.16190476190477,-0.0056461507368628094,-0.004323362279795989,0.08054731462785292,0.030144645626973,-51.922939340573976,-28.0,-30.0,-26.21139705882353,-5.0
2003,1160,1277,0,Tournament,0.032258064516129004,8.290322580645167,9.096774193548384,-0.8064516129032171,-0.024877382738918596,-0.033322236580934,0.032931358058524485,-0.0631435341915681,-2.8984785632881085,3.0,-3.0,5.03125,3.0
2003,1329,1335,1,Tournament,-0.12515964240102162,-1.4610472541507136,2.7994891443167305,-4.260536398467444,-0.04385739316774995,-0.002846849513356009,0.05501494598664869,0.005190240784886113,-68.09850494212401,-14.0,-24.0,-25.40909090909091,-5.0
2003,1338,1447,1,Tournament,0.18924731182795707,-0.9483870967741979,-12.618279569892472,11.669892473118276,7.26657877173631e-05,0.006492324176521597,-0.0365429093428305,0.0329065203095886,123.32366707440247,-186.0,-171.0,-154.71507352941177,-13.0
2003,1261,1345,0,Tournament,0.034562211981566726,1.4758064516128968,-2.3467741935483843,3.8225806451612794,0.061583180675426175,0.0015714933636274964,0.014895534707705327,-0.1274441223993956,48.50756579252902,-17.0,-7.0,-10.15625,-1.0
2003,1264,1393,0,Tournament,-0.03448275862068961,-3.931034482758619,-2.1379310344827616,-1.7931034482758577,0.01613533157927538,0.008941717332693111,-0.0758931326654167,0.03505834121415802,-39.25575575703692,48.0,57.0,48.28676470588235,11.0
2003,1400,1421,1,Tournament,0.3374384236453202,7.650246305418719,-9.769704433497537,17.419950738916256,-0.0059991574004995,-0.045191025662661005,0.0581605649885682,-0.011961634608893656,154.77384116419717,-266.0,-246.0,-233.1378676470588,-15.0
2003,1332,1428,0,Tournament,-0.04791666666666672,15.485416666666666,13.96875,1.5166666666666657,0.0023785107154383756,0.0034237775239298884,-0.007655073061720696,0.018556233818845913,-21.183818861610234,5.0,-8.0,0.40625,-1.0
2003,1190,1448,0,Tournament,-0.19795657726692206,1.289910600255439,9.860791826309068,-8.57088122605363,0.01943124852036493,0.036949321307177985,-0.03931415496625512,-0.04154234712264798,-70.96428354466184,135.0,124.0,114.38786764705883,13.0
2003,1407,1462,0,Tournament,0.0,1.1333333333333258,4.599999999999994,-3.4666666666666686,-0.002148653915523824,-0.029538661877923617,-0.01770440851557331,-0.0916817331560762,-41.01609323225557,52.0,65.0,56.69852941176471,11.0
2003,1112,1211,1,Tournament,0.15092165898617516,8.149769585253452,2.0564516129032313,6.093317972350221,-0.04630815994510323,-0.021259757757007225,0.04320063122915102,-0.0824938247310742,78.01612222212248,-38.0,-37.0,-40.4172794117647,-8.0
2003,1163,1390,1,Tournament,-0.041935483870967794,7.775268817204292,4.432258064516134,3.3430107526881585,0.02672700324891142,0.012240532292579098,-0.0033302700389127304,-0.0104808159403241,-3.024457791190798,-7.0,-6.0,3.2647058823529456,1.0
2003,1141,1181,0,Tournament,-0.006896551724137945,-2.621839080459779,2.84137931034482,-5.463218390804601,0.030432282249486575,0.06431396960330629,-0.02444807732493398,0.03661769268183762,2.9148336051750903,42.0,38.0,34.981617647058826,8.0
2003,1113,1242,0,Tournament,-0.1459770114942529,-5.367816091954012,2.805747126436785,-8.173563218390797,0.017943258982401122,-0.0031824617818954903,0.012677978037383186,0.05029939304279679,-95.31933276810764,28.0,28.0,30.029411764705884,8.0
2003,1266,1281,1,Tournament,0.14400921658986177,6.618663594470036,1.1947004608294947,5.423963133640541,0.019619894245471337,0.0006643043160038942,0.0344086325389647,0.10507812218222129,38.328283878871616,-11.0,-8.0,-10.029411764705879,-3.0
2003,1228,1323,0,Tournament,0.0903225806451613,-4.663440860215047,-9.79354838709677,5.130107526881725,0.014790549074530479,0.020725886949509803,-0.0375535100750774,-0.03991707030131872,91.21960377280175,-17.0,-6.0,-11.617647058823529,-1.0
2003,1143,1328,0,Tournament,-0.07586206896551728,3.31609195402298,9.591954022988517,-6.275862068965532,0.03592283144374475,0.0107057803878087,-0.017955243399796594,-0.009875347804268186,-104.13581747770172,31.0,32.0,30.28860294117647,7.0
2003,1409,1458,0,Tournament,-0.04894327030033363,2.791991101223587,6.5684093437152455,-3.7764182424916584,0.012119631003185805,0.0394294359588426,0.030062337586170496,-0.014523104482675325,-16.186684440673616,37.0,39.0,37.299632352941174,8.0
2003,1120,1448,1,Tournament,-0.1942528735632184,-8.313793103448276,-2.05402298850575,-6.259770114942526,0.03445668057914697,0.035062333994935496,-0.05880727273010439,-0.1043983511771979,-76.69516165629534,33.0,34.0,32.731617647058826,8.0
2003,1139,1257,1,Tournament,0.027586206896551668,-13.247126436781599,-7.535632183908049,-5.71149425287355,0.038649953160516004,0.00745270673128251,-0.0760798431447548,-0.09237419634760946,-25.587808073880524,37.0,29.0,31.033088235294116,8.0
2003,1246,1428,1,Tournament,0.13958333333333328,10.797916666666666,4.09375,6.704166666666666,-0.01921809369445765,-0.014588417623261102,0.04227722237909143,-0.011143330664627998,124.58317191562537,-36.0,-37.0,-33.92279411764706,-8.0
2003,1268,1462,1,Tournament,-0.15476190476190477,2.5523809523809575,0.8904761904761926,1.6619047619047649,0.02329169505166523,-0.0154960033397194,-0.01551732080416357,-0.04540621647042811,-83.86500805766195,2.0,8.0,10.20588235294118,3.0
2003,1196,1277,0,Tournament,0.16129032258064513,8.677419354838719,3.7096774193548328,4.967741935483888,0.04545658599748792,-0.014721700889683081,-0.02649101412529592,-0.09074789499121869,16.015585084007625,-19.0,-29.0,-24.98897058823529,-5.0
2003,1231,1338,0,Tournament,-0.2416666666666667,-4.068749999999994,8.166666666666664,-12.23541666666666,-0.027628788811688842,-0.0346542250384497,-0.014727506231890397,0.02138537736495949,-128.27654634939722,44.0,38.0,37.96507352941177,5.0
2003,1329,1393,0,Tournament,-0.13793103448275856,-11.379310344827587,-7.689655172413801,-3.6896551724137865,-0.0012103376319446135,0.017694972697040706,-0.0462593568393892,-0.0010334408465323963,-85.77537590336647,14.0,13.0,14.002673796791441,3.0
2003,1345,1400,0,Tournament,-0.1428571428571428,-7.107142857142861,-3.4285714285714306,-3.6785714285714306,-0.024350817131653213,0.0275341278477656,-0.1050158575227827,0.07176204928584906,-84.2028184964438,31.0,29.0,29.637867647058822,8.0
2003,1112,1323,1,Tournament,0.18317972350230416,5.117511520737324,-0.9435483870967687,6.0610599078340925,-0.028040810187564047,0.006474488546447582,0.06985057421240481,-0.03677749939339031,105.82997818136232,-19.0,-15.0,-19.441176470588236,-4.0
2003,1181,1242,0,Tournament,0.033333333333333326,0.63333333333334,4.033333333333346,-3.400000000000004,0.014413986861365524,-0.011156439137641083,-0.00468531031504954,0.05348964517202559,-26.080277911917165,4.0,6.0,4.735294117647058,1.0
2003,1246,1458,1,Tournament,0.14762931034482762,6.807112068965523,5.404094827586206,1.4030172413793167,-0.011877566127188321,0.017500875997987025,0.0621549321940702,-0.026719393753690618,118.91901097472169,-15.0,-18.0,-18.52941176470588,-4.0
2003,1266,1338,1,Tournament,-0.0452380952380953,3.7928571428571445,8.845238095238095,-5.052380952380952,-0.00922579004370061,-0.016341336111757282,0.0648479967791401,0.03307743511788169,-36.71687917208146,11.0,11.0,9.382352941176473,1.0
2003,1268,1277,0,Tournament,0.06566820276497698,13.559907834101395,5.889400921658989,7.670506912442406,0.00859955237255805,-0.03235548957994658,0.01807925893784129,-0.09048273296847839,-19.44871467026428,-6.0,-15.0,-8.930147058823529,-1.0
2003,1139,1328,0,Tournament,0.027586206896551668,-2.580459770114942,0.764367816091962,-3.3448275862068986,0.07111758452058181,0.009252964661099705,-0.07243694393945599,-0.010041040543115387,-65.57611249956403,42.0,27.0,34.94485294117647,11.0
2003,1120,1393,0,Tournament,-0.1942528735632184,-10.00344827586207,-4.329885057471273,-5.673563218390797,0.041940009383038934,0.038083743388043906,-0.03081870439013168,-0.029377533819972795,-87.43983318370101,30.0,31.0,30.84926470588235,7.0
2003,1163,1400,0,Tournament,-0.08571428571428574,1.1761904761904702,2.721428571428575,-1.5452380952381048,0.023454435624222836,0.038617742961196105,-0.014491896027101603,-0.044884828439519214,-33.848347009361305,16.0,18.0,20.294117647058822,4.0
2003,1112,1242,0,Tournament,0.1261904761904762,3.8809523809523796,3.88333333333334,-0.002380952380960366,-0.008716323691168537,-0.0165337138363153,0.009471647987902676,-0.009309422155463987,10.353411717704375,-1.0,-2.0,-3.294117647058824,-1.0
2003,1246,1266,0,Tournament,0.0848214285714286,-0.8616071428571388,-3.5848214285714306,2.723214285714292,-0.023564330936894418,-0.008035181610732495,-0.029148378938173902,-0.0774193893426264,92.44383601240725,-12.0,-13.0,-11.558823529411768,-2.0
2003,1328,1393,0,Tournament,-0.027586206896551668,-8.936781609195393,-9.729885057471279,0.7931034482758808,0.006257749417937497,-0.006400402686415396,-0.04856614789349023,-0.0342495198108933,25.58217779367419,-6.0,-4.0,-6.9705882352941195,-2.0
2003,1277,1400,0,Tournament,-0.17281105990783407,-11.631336405529964,-7.710829493087559,-3.9205069124424057,0.005168662773295807,0.04422242311278879,-0.06562381199153017,0.03985861508110816,-44.705110317578374,18.0,31.0,27.606617647058822,6.0
2003,1242,1266,1,Tournament,-0.05476190476190468,2.94047619047619,-1.3119047619047706,4.25238095238096,-0.025703726408403904,5.170419827488226e-05,-0.014677756921559093,-0.04780198120698481,9.559030518432792,-9.0,-10.0,-6.8529411764705905,-1.0
2003,1393,1400,1,Tournament,0.041871921182266014,1.2463054187192029,1.2179802955665053,0.02832512315269753,-0.020387567733157974,0.015605735268463594,-0.013105010364214686,-0.02138263313144312,6.194316074556127,8.0,7.0,5.882352941176472,2.0
2003,1242,1393,0,Tournament,-0.060919540229884994,1.2298850574712645,-3.529885057471276,4.75977011494254,0.0199701703172524,0.007716092893253396,-0.016833692743230988,-0.0038599143430129157,7.79047805411642,-11.0,-8.0,-7.117647058823531,-1.0
2004,1197,1250,1,Tournament,-0.17619047619047623,6.242857142857133,10.288095238095238,-4.045238095238105,0.024335445235619924,0.0090569049229762,-0.00027057717182710217,0.0728887607113477,-57.69776377446897,58.0,65.0,74.1875,0.0
2004,1104,1356,1,Tournament,-0.27586206896551724,0.9310344827586192,4.551724137931039,-3.62068965517242,0.04855498820206883,0.016979612874739203,-0.014209293839248072,0.05843424791876109,-44.11731611551613,-11.0,-3.0,3.890909090909094,-1.0
2004,1163,1436,1,Tournament,0.08484848484848495,12.690909090909088,1.8393939393939363,10.851515151515152,0.03444258871525513,0.004310697852030615,0.09062196918165089,-0.032963652299490886,100.08935712870357,-154.0,-143.0,-130.03125,-13.0
2004,1173,1177,0,Tournament,0.050000000000000044,-2.89791666666666,-3.5729166666666714,0.6750000000000114,-0.015593850481714633,0.01679025780806831,-0.008724892685895769,-0.00615675171915947,-33.1732135655443,9.0,9.0,4.878787878787875,3.0
2004,1106,1181,0,Tournament,-0.3104166666666667,-18.31666666666667,-4.368749999999999,-13.947916666666671,-0.030891858453694854,0.05342132652582329,-0.02109244440941399,0.036851285421070745,-138.663588109466,277.0,262.0,248.89236111111111,15.0
2004,1211,1434,1,Tournament,0.3448275862068967,10.068965517241367,-5.517241379310349,15.586206896551715,0.03600664634501599,-0.03065837637461849,0.0737990497114166,-0.07790909545667082,113.32424158652202,-130.0,-148.0,-133.30303030303028,-13.0
2004,1196,1264,0,Tournament,-0.16091954022988508,2.621839080459779,5.685057471264372,-3.063218390804593,0.09905102181917547,0.020978659443171094,-0.052478225046941884,-0.05228224532726439,5.241464016599139,-38.0,-38.0,-35.57575757575758,-7.0
2004,1268,1431,1,Tournament,-0.12528735632183907,1.8839080459770088,4.52528735632184,-2.6413793103448313,-0.01323063095211302,-0.005519699637203307,0.0664689881456284,-0.0665624836241352,26.34088353202742,-27.0,-25.0,-24.873737373737367,-9.0
2004,1277,1305,0,Tournament,-0.11264367816091947,-4.051724137931032,1.1781609195402183,-5.22988505747125,0.056173382040051845,0.0340409260605212,-0.05174654542257262,0.045328317552389696,-55.3504201381711,15.0,19.0,11.846702317290557,-3.0
2004,1102,1314,0,Tournament,0.1428571428571428,-22.89285714285714,-25.035714285714278,2.142857142857139,0.03598986917264391,0.018354677543747505,-0.14554173665315723,-0.03555321522739091,8.850641231323834,36.0,30.0,28.57323232323232,5.0
2004,1112,1371,0,Tournament,0.011083743842364546,15.231527093596057,13.949507389162562,1.2820197044334947,0.03548384310881797,0.0015008993394272918,0.05027298209423453,0.02053717690996701,-22.474127262602906,5.0,-2.0,2.529870129870133,1.0
2004,1251,1386,0,Tournament,-0.4158986175115209,-9.043778801843331,5.5,-14.543778801843331,-0.021806467207839575,0.0505097979395058,0.1425271971896124,0.010446093784112709,-137.73346879178393,176.0,194.0,174.33080808080808,15.0
2004,1390,1427,1,Tournament,0.3952380952380954,1.5047619047619065,-11.942857142857136,13.447619047619042,-0.010604626442517417,-0.015771317513064903,0.017192324861559194,-0.11492928363949709,142.7771355495056,-204.0,-227.0,-202.84375,-15.0
2004,1140,1393,0,Tournament,-0.04629629629629628,-0.7433862433862402,-1.4510582010582027,0.7076719576719626,0.05010519176908185,0.03376026473711069,-0.05793660362600406,0.08982138447747923,-19.115051030306404,4.0,-5.0,9.601010101010104,7.0
2004,1343,1400,0,Tournament,-0.03589743589743599,-14.63333333333334,-9.592307692307699,-5.041025641025641,0.0590189807073791,0.06638398166258189,-0.07533141831258927,-0.002620794698690504,-52.13667787458485,85.0,101.0,92.91919191919193,11.0
2004,1150,1403,0,Tournament,0.03663793103448276,5.93857758620689,5.010775862068968,0.9278017241379217,0.013661633669780793,0.0187607144677992,0.03949977815614458,0.02459007090478188,12.197232861357406,10.0,5.0,2.0,1.0
2004,1433,1448,0,Tournament,0.08809523809523812,-13.021428571428572,-12.076190476190469,-0.9452380952381034,-0.012725449272636191,0.0455887974223568,-0.046539955405979105,-0.0980230819575838,35.43982924836973,69.0,68.0,53.267676767676775,9.0
2004,1130,1428,1,Tournament,-0.02318548387096775,3.8467741935483843,6.137096774193552,-2.2903225806451672,-0.044770188554536294,-0.03566539199314128,0.025703970203440174,0.07238417701775599,21.333045162035887,-4.0,-1.0,-7.080213903743314,-5.0
2004,1153,1190,1,Tournament,-0.027586206896551668,-1.0310344827586135,-7.341379310344827,6.310344827586215,0.003862564924220213,-0.03031863125560752,0.04974052674828183,0.04606436858328247,30.038844757885727,-52.0,-59.0,-51.916666666666664,-9.0
2004,1210,1320,1,Tournament,0.02909482758620685,8.855603448275858,2.0398706896551744,6.815732758620683,0.034562001439485956,0.007809631441520387,0.05355357850042902,-0.00367773123275722,-4.526610900381002,-70.0,-76.0,-64.70202020202021,-11.0
2004,1228,1293,1,Tournament,-0.033333333333333326,-8.266666666666666,-6.6000000000000085,-1.6666666666666572,-0.015143713377731405,-0.005155838495871701,0.03666690146071372,-0.03688827734019359,38.56283528538688,-44.0,-32.0,-39.37373737373737,-7.0
2004,1227,1242,0,Tournament,0.05990783410138245,-4.857142857142861,-5.6624423963133665,0.8052995391705053,-0.012626110793448997,-0.008009385769522315,0.0507806947476675,-0.005582930915968787,18.719835120228254,33.0,57.0,48.29545454545455,9.0
2004,1197,1246,0,Tournament,-0.4,-1.0333333333333456,11.166666666666671,-12.200000000000019,0.011788764016562925,0.021562990660533188,-0.029007534538415425,0.10376642623109819,-226.96754337270136,272.0,283.0,264.28819444444446,15.0
2004,1272,1376,1,Tournament,0.05303030303030298,2.662337662337663,3.170995670995673,-0.5086580086580099,-0.00017084184611160236,-0.0031150226530337055,0.015121503280024873,0.02254680662277031,17.329785806322207,-3.0,5.0,-2.308225108225109,-3.0
2004,1280,1284,1,Tournament,0.2366071428571429,8.325892857142861,-0.6205357142857082,8.94642857142857,0.03599666635270182,0.025966732484873578,0.13905768682055325,-0.009280232706693536,129.4420963310938,-181.0,-172.0,-152.82291666666666,-13.0
2004,1301,1418,1,Tournament,-0.0026525198938991412,-2.924403183023884,-4.6777188328912445,1.7533156498673605,0.009692635391181814,0.0052816633402655855,-0.04829308543176841,0.04292313495099681,18.698421572598818,-54.0,-59.0,-58.83585858585858,-11.0
2004,1186,1329,0,Tournament,-0.32512315270935965,-7.956896551724142,4.460591133004932,-12.417487684729075,0.016692890226752688,0.04403686473625179,-0.04396488828274786,0.007362896337300084,-159.44722478754943,120.0,122.0,121.82986111111111,13.0
2004,1334,1344,1,Tournament,0.05238095238095242,-2.3333333333333286,-0.5214285714285722,-1.8119047619047564,-0.002481689252604724,-0.0018002901961979845,-0.06540789672978509,0.0468530780808602,55.38952644305891,50.0,50.0,47.43434343434344,7.0
2004,1338,1416,1,Tournament,0.04741379310344829,-1.6422413793103487,-6.113146551724135,4.4709051724137865,-0.010969910446366304,-0.0173908704925618,0.051918942739334895,0.008798807567134997,52.950197089078074,-95.0,-76.0,-67.84343434343435,-11.0
2004,1412,1449,1,Tournament,0.056321839080459846,-6.881609195402305,-11.233333333333334,4.351724137931029,-0.021713811661931037,-0.00575709171319691,-0.03663131181494689,-0.0691216155065604,-17.835725461676702,-15.0,-13.0,-18.78787878787879,1.0
2004,1435,1444,1,Tournament,-0.16666666666666674,-5.366666666666674,-1.2000000000000028,-4.166666666666671,-0.012352459275010164,-0.025354345557999203,-0.06970165883061658,-0.022388977361760876,-22.485465981117386,-6.0,-7.0,-8.952762923351152,-5.0
2004,1350,1458,0,Tournament,-0.17500000000000004,-4.10208333333334,2.333333333333343,-6.435416666666676,-0.023891735499557698,0.02341167249082779,-0.013659913241171162,-0.0007287374152725734,-77.21527639330793,24.0,29.0,36.505050505050505,5.0
2004,1257,1462,0,Tournament,-0.007314524555903867,2.851619644723101,-1.467084639498438,4.318704284221539,-0.020284619904038903,0.00915605490182711,-0.038195333748230864,0.040947158521427524,-84.19517996389186,-3.0,-17.0,-14.441176470588239,3.0
2004,1104,1390,1,Tournament,-0.3804597701149427,-1.7264367816091948,6.748275862068965,-8.47471264367816,0.03220105472160273,-0.015957703923165395,-0.01444166613791742,0.09822669649743651,-110.02554430896566,22.0,27.0,29.340909090909093,7.0
2004,1163,1177,1,Tournament,0.11818181818181828,8.224242424242433,-3.7272727272727337,11.951515151515167,-0.005969781293086118,-0.0066360919273602825,0.03597721760838879,-0.09022610321470109,55.97687656714811,-44.0,-40.0,-40.31818181818182,-5.0
2004,1181,1371,1,Tournament,0.1651785714285714,7.464285714285708,0.5044642857142918,6.959821428571416,0.012240267333610333,0.004512916423746294,0.053953989735962216,0.02546529422556118,76.74899415823393,-27.0,-33.0,-30.588383838383837,-7.0
2004,1211,1305,0,Tournament,0.1977011494252875,6.84482758620689,-0.23563218390805218,7.080459770114942,0.02968568526982529,-0.00047847869209649563,0.031288956231633025,-0.03036667218468822,28.56177243069351,-20.0,-22.0,-24.87878787878788,-8.0
2004,1386,1403,1,Tournament,0.2767857142857144,4.379464285714292,-4.9375,9.316964285714292,0.020735874147020494,-0.015318235948274916,-0.1037073050085536,-0.04324962291846171,88.1335070921657,-24.0,-24.0,-28.23989898989899,-7.0
2004,1268,1393,0,Tournament,-0.1166666666666667,4.438095238095229,4.945238095238096,-0.5071428571428669,0.004194028383452397,0.01809773853802868,0.0014813238216875302,0.045425034467167225,8.710633886160622,-11.0,-18.0,-3.333333333333332,-1.0
2004,1314,1400,0,Tournament,-0.12380952380952381,5.938095238095229,9.064285714285703,-3.126190476190473,0.03491795353405558,0.03439971611064929,-0.0023661153701090565,0.041392314518921225,-46.22976745657411,-6.0,-2.0,2.5277777777777786,3.0
2004,1264,1448,0,Tournament,0.1490147783251231,-9.47660098522168,-12.19458128078817,2.717980295566491,-0.08486727840535147,-0.005535059194138187,-0.020424558558025108,0.01568463608023868,33.022628212785094,43.0,46.0,38.631313131313135,8.0
2004,1130,1210,0,Tournament,0.0,-9.3125,-3.53125,-5.78125,-0.05230975994145748,-0.00911619301631228,0.06477045195478687,0.03114334378870709,21.238878300723627,30.0,30.0,20.92483660130719,3.0
2004,1153,1228,0,Tournament,0.0,4.366666666666674,0.10000000000000142,4.266666666666675,0.020673112910775393,-0.00665906887661602,-0.009630701320281376,0.07668876798351698,6.542978299410379,-4.0,-4.0,-5.3611111111111125,-1.0
2004,1242,1334,1,Tournament,-0.05238095238095242,5.69047619047619,4.378571428571433,1.3119047619047564,-0.010877457730544049,-0.009239668246952992,0.04355399659418896,-0.06961565115273072,-31.529806325120717,-46.0,-49.0,-47.62878787878789,-8.0
2004,1272,1329,0,Tournament,-0.14655172413793105,-4.635467980295573,2.0320197044335018,-6.667487684729075,-0.03376989487476956,0.003195083062332099,0.021570632297306602,-0.010896976328405195,-105.66652837955962,23.0,24.0,21.696825396825396,5.0
2004,1338,1458,1,Tournament,0.07499999999999996,0.24166666666666003,-0.5729166666666572,0.8145833333333243,-0.0005988933134420948,0.03069863283969501,0.07542426824623921,-0.050568383142998496,20.835200243373492,-11.0,-6.0,-5.944444444444442,-3.0
2004,1246,1412,0,Tournament,0.17701149425287355,-1.418390804597692,-4.200000000000003,2.7816091954023126,0.004352478544726812,0.01641088628073792,0.03542765550124549,0.015140199617952321,107.02351729119596,-32.0,-36.0,-35.118686868686865,-8.0
2004,1301,1435,0,Tournament,-0.010344827586206806,-0.4885057471264389,0.47356321839080806,-0.962068965517247,0.02163775794645173,0.026785345192278903,-0.027997245841097196,0.020381518667167697,1.663202127064551,-18.0,-9.0,-10.913398692810459,-3.0
2004,1280,1462,0,Tournament,0.1958874458874459,6.682900432900439,3.922077922077925,2.760822510822514,0.007868864110387452,0.029202026593670494,0.07186066331802654,0.03597038368900149,14.51456856488494,-19.0,-28.0,-28.475490196078436,-5.0
